trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1102,False,"{'a': 0.001, 'e': 0.3325383789944587}",20,8,-21.935084396956608,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
1103,False,"{'a': 0.001, 'e': 0.33220600682924445}",20,0,8.876736416063777,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1104,False,"{'a': 0.001, 'e': 0.3318739668700649}",20,0,-26.36503502942462,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
1105,False,"{'a': 0.001, 'e': 0.3315422587848797}",20,0,-5.223954361014863,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1106,False,"{'a': 0.001, 'e': 0.331210882241981}",30,3,30.935154994754228,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
1107,False,"{'a': 0.001, 'e': 0.33087983690999206}",30,0,-39.430803958396126,"{0: 23, 1: 0, 2: 7, 3: 0, 4: 0}",0
1108,False,"{'a': 0.001, 'e': 0.3305491224578677}",30,16,23.618758642993853,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.001, 'e': 0.3302187385548933}",25,11,23.016502227082775,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.001, 'e': 0.329888684870685}",20,0,5.584481363877658,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1111,False,"{'a': 0.001, 'e': 0.32955896107518906}",25,14,-16.265351766878695,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
1112,False,"{'a': 0.001, 'e': 0.32922956683868165}",20,8,6.005242632170429,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1113,False,"{'a': 0.001, 'e': 0.3289005018317685}",20,0,18.370313555667458,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1114,False,"{'a': 0.001, 'e': 0.3285717657253846}",20,11,18.374813182419246,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.001, 'e': 0.32824335819079375}",25,2,-36.57228004081914,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 1}",1
1116,False,"{'a': 0.001, 'e': 0.32791527889958855}",25,0,-98.26609908417385,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
1117,False,"{'a': 0.001, 'e': 0.3275875275236895}",25,8,8.80510888959955,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1118,False,"{'a': 0.001, 'e': 0.3272601037353453}",20,0,-10.631624521434428,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1119,False,"{'a': 0.001, 'e': 0.3269330072071321}",20,10,17.274651789047912,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.001, 'e': 0.3266062376119534}",20,11,13.591234479541388,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.001, 'e': 0.32627979462303947}",20,0,-52.272649813225094,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
1122,False,"{'a': 0.001, 'e': 0.32595367791394736}",20,0,-4.836939122546576,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1123,False,"{'a': 0.001, 'e': 0.32562788715856034}",20,0,-15.078447407964788,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
1124,False,"{'a': 0.001, 'e': 0.3253024220310876}",25,3,-44.27793011019243,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
1125,False,"{'a': 0.001, 'e': 0.324977282206064}",20,0,-11.846779039338227,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1126,False,"{'a': 0.001, 'e': 0.32465246735834974}",25,13,-22.95735339674372,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1127,False,"{'a': 0.001, 'e': 0.3243279771631298}",25,7,18.2317462685863,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1128,False,"{'a': 0.001, 'e': 0.32400381129591416}",20,11,16.512024214606353,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.001, 'e': 0.3236799694325367}",25,11,-9.966729956284535,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
1130,False,"{'a': 0.001, 'e': 0.32335645124915574}",25,0,-36.38438271769601,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",1
1131,False,"{'a': 0.001, 'e': 0.3230332564222529}",25,8,-9.185160993522123,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
1132,False,"{'a': 0.001, 'e': 0.3227103846286335}",25,15,-22.904064309301056,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1133,False,"{'a': 0.001, 'e': 0.3223878355454255}",25,15,-0.12719198813409505,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1134,False,"{'a': 0.001, 'e': 0.32206560885008}",25,6,-41.98408586456933,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
1135,False,"{'a': 0.001, 'e': 0.32174370422037013}",25,0,-42.06457655305927,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
1136,False,"{'a': 0.001, 'e': 0.32142212133439135}",20,13,-6.116206736076694,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1137,False,"{'a': 0.001, 'e': 0.32110085987056064}",30,17,11.64730052387424,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1138,False,"{'a': 0.001, 'e': 0.3207799195076166}",25,10,1.174181866769614,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1139,False,"{'a': 0.001, 'e': 0.32045929992461875}",25,9,-32.7534623212744,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1140,False,"{'a': 0.001, 'e': 0.3201390008009476}",30,12,-26.907543677466364,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1141,False,"{'a': 0.001, 'e': 0.31981902181630384}",20,1,-50.10776884562076,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
1142,False,"{'a': 0.001, 'e': 0.31949936265070866}",35,5,-63.20382491570894,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",1
1143,False,"{'a': 0.001, 'e': 0.31918002298450265}",25,0,5.2278258410234795,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1144,False,"{'a': 0.001, 'e': 0.3188610024983463}",20,10,-7.98732222393981,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1145,False,"{'a': 0.001, 'e': 0.31854230087321894}",30,2,-76.54683992893602,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 1}",1
1146,False,"{'a': 0.001, 'e': 0.3182239177904191}",20,6,16.678716824974376,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.001, 'e': 0.3179058529315635}",20,15,-30.866826791850446,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
1148,False,"{'a': 0.001, 'e': 0.31758810597858733}",25,6,-4.954529477375255,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
1149,False,"{'a': 0.001, 'e': 0.3172706766137436}",30,20,4.770586982653553,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1150,False,"{'a': 0.001, 'e': 0.31695356451960294}",20,12,12.088286213910218,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.001, 'e': 0.31663676937905316}",20,13,13.081635980498957,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.001, 'e': 0.3163202908752992}",20,0,-54.18563624887932,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
1153,False,"{'a': 0.001, 'e': 0.31600412869186245}",25,11,-0.5864441353930605,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1154,False,"{'a': 0.001, 'e': 0.3156882825125808}",20,0,16.26199339035839,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1155,False,"{'a': 0.001, 'e': 0.31537275202160797}",20,11,-4.125876750552578,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1156,False,"{'a': 0.001, 'e': 0.3150575369034133}",30,0,31.703299032497068,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1157,False,"{'a': 0.001, 'e': 0.3147426368427819}",25,0,-40.623421056618355,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
1158,False,"{'a': 0.001, 'e': 0.31442805152481357}",30,0,-90.70108983988028,"{0: 21, 1: 5, 2: 2, 3: 0, 4: 2}",0
1159,False,"{'a': 0.001, 'e': 0.31411378063492296}",25,9,13.131300177656296,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1160,False,"{'a': 0.001, 'e': 0.3137998238588391}",20,7,5.442011139743487,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1161,False,"{'a': 0.001, 'e': 0.3134861808826053}",25,0,-33.84582306272677,"{0: 20, 1: 2, 2: 1, 3: 2, 4: 0}",0
1162,False,"{'a': 0.001, 'e': 0.3131728513925785}",30,20,-26.044911729819283,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1163,False,"{'a': 0.001, 'e': 0.3128598350754292}",20,9,20.17517391329032,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.001, 'e': 0.312547131618141}",25,0,3.5308863046870815,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1165,False,"{'a': 0.001, 'e': 0.31223474070801055}",20,0,-17.1010807567115,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
1166,False,"{'a': 0.001, 'e': 0.31192266203264674}",20,13,13.926423850255778,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.001, 'e': 0.31161089527997105}",30,10,-2.427316527849256,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
1168,False,"{'a': 0.001, 'e': 0.3112994401382165}",30,20,11.848300463809313,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.001, 'e': 0.3109882962959281}",20,15,9.55076942452012,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.001, 'e': 0.31067746344196184}",20,9,-24.40215094640849,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1171,False,"{'a': 0.001, 'e': 0.31036694126548503}",30,5,21.80360592350559,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
1172,False,"{'a': 0.001, 'e': 0.31005672945597523}",20,8,3.774367888319084,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.001, 'e': 0.3097468277032208}",20,5,-28.990186758677282,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1174,False,"{'a': 0.001, 'e': 0.30943723569731985}",25,14,0.02923233813845072,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.001, 'e': 0.3091279531286804}",20,7,19.824346694059933,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.001, 'e': 0.30881897968801986}",30,13,-26.374447175369426,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
1177,False,"{'a': 0.001, 'e': 0.3085103150663647}",30,1,-27.342196755030837,"{0: 26, 1: 1, 2: 0, 3: 1, 4: 1}",1
1178,False,"{'a': 0.001, 'e': 0.3082019589550503}",20,11,-9.74209506056242,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
1179,False,"{'a': 0.001, 'e': 0.3078939110457206}",30,15,-32.61396990430224,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1180,False,"{'a': 0.001, 'e': 0.3075861710303276}",30,0,-53.80238471421943,"{0: 25, 1: 2, 2: 0, 3: 2, 4: 1}",0
1181,False,"{'a': 0.001, 'e': 0.30727873860113125}",35,25,18.398275703035498,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.001, 'e': 0.30697161345069907}",25,13,-2.202999975172083,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1183,False,"{'a': 0.001, 'e': 0.306664795271906}",20,5,-15.66404113731173,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
1184,False,"{'a': 0.001, 'e': 0.30635828375793367}",30,0,-37.45047850467437,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
1185,False,"{'a': 0.001, 'e': 0.3060520786022707}",20,0,-3.404078346261948,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1186,False,"{'a': 0.001, 'e': 0.30574617949871175}",30,16,13.39567717941286,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.001, 'e': 0.3054405861413579}",20,0,-1.2833483802653003,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1188,False,"{'a': 0.001, 'e': 0.3051352982246155}",20,0,-28.483403989421983,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
1189,False,"{'a': 0.001, 'e': 0.30483031544319683}",20,0,-1.60941356112424,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1190,False,"{'a': 0.001, 'e': 0.304525637492119}",20,6,21.03528126427622,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.001, 'e': 0.3042212640667041}",20,5,-16.545935912399095,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1192,False,"{'a': 0.001, 'e': 0.3039171948625785}",25,3,13.729128867960258,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1193,False,"{'a': 0.001, 'e': 0.30361342957567317}",20,9,21.772347543092163,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.001, 'e': 0.30330996790222264}",20,0,-13.072550540443139,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1195,False,"{'a': 0.001, 'e': 0.3030068095387654}",20,6,24.740719404803734,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.001, 'e': 0.30270395418214285}",20,9,18.112106202471473,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.001, 'e': 0.3024014015294998}",30,15,-19.427847596342872,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 0}",1
1198,False,"{'a': 0.001, 'e': 0.3020991512782834}",30,19,23.58272915767678,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.001, 'e': 0.3017972031262435}",20,0,27.427243741532987,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1200,False,"{'a': 0.001, 'e': 0.3014955567714318}",20,10,11.590058261183009,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.001, 'e': 0.30119421191220214}",25,16,14.16383055373787,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.001, 'e': 0.30089316824720935}",25,8,2.019496355255228,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1203,False,"{'a': 0.001, 'e': 0.30059242547541}",35,8,-7.771819288635351,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
1204,False,"{'a': 0.001, 'e': 0.30029198329606105}",25,12,14.324948512192528,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.001, 'e': 0.2999918414087205}",20,13,-10.648223295245932,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
1206,False,"{'a': 0.001, 'e': 0.2996919995132463}",20,3,-14.148643511837824,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
1207,False,"{'a': 0.001, 'e': 0.2993924573097967}",20,6,-39.273648662859884,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1208,False,"{'a': 0.001, 'e': 0.29909321449882925}",20,15,7.9755356519455685,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.001, 'e': 0.29879427078110127}",30,11,-2.1824381896732197,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
1210,False,"{'a': 0.001, 'e': 0.2984956258576689}",30,16,23.85935735065974,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.001, 'e': 0.2981972794298874}",30,18,-17.275882280312715,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1212,False,"{'a': 0.001, 'e': 0.2978992311994101}",30,15,-7.593287689526634,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1213,False,"{'a': 0.001, 'e': 0.29760148086818883}",25,0,-50.496328266592585,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
1214,False,"{'a': 0.001, 'e': 0.2973040281384732}",20,13,11.501247918322662,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.001, 'e': 0.2970068727128105}",20,13,8.916887807658249,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.001, 'e': 0.29671001429404525}",20,16,7.291367561000506,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.001, 'e': 0.2964134525853191}",20,5,-2.505822821855062,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
1218,False,"{'a': 0.001, 'e': 0.29611718729007014}",30,5,-59.80420085398493,"{0: 18, 1: 3, 2: 1, 3: 3, 4: 0}",1
1219,False,"{'a': 0.001, 'e': 0.2958212181120332}",20,0,0.8673144614251764,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1220,False,"{'a': 0.001, 'e': 0.295525544755239}",30,8,15.185590861908144,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1221,False,"{'a': 0.001, 'e': 0.2952301669240142}",20,6,-1.8754611269448587,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1222,False,"{'a': 0.001, 'e': 0.2949350843229809}",20,14,12.1544628016191,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.001, 'e': 0.29464029665705654}",20,0,-18.334074804566086,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1224,False,"{'a': 0.001, 'e': 0.29434580363145335}",25,15,-1.4569456567068269,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1225,False,"{'a': 0.001, 'e': 0.29405160495167837}",20,0,-44.374895293139886,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
1226,False,"{'a': 0.001, 'e': 0.29375770032353277}",20,0,-33.93116531136917,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1227,False,"{'a': 0.001, 'e': 0.2934640894531121}",25,7,1.5528544646175657,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
1228,False,"{'a': 0.001, 'e': 0.2931707720468052}",20,11,-0.014330675681449412,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1229,False,"{'a': 0.001, 'e': 0.2928777478112949}",25,14,8.034496752798875,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1230,False,"{'a': 0.001, 'e': 0.29258501645355667}",20,2,-25.37407108105028,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1231,False,"{'a': 0.001, 'e': 0.2922925776808594}",30,13,-54.232864705064685,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 1}",1
1232,False,"{'a': 0.001, 'e': 0.2920004312007641}",25,15,3.0549973584275913,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.001, 'e': 0.2917085767211244}",30,0,-118.26895419898402,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
1234,False,"{'a': 0.001, 'e': 0.2914170139500857}",20,6,-56.992894511660445,"{0: 8, 1: 0, 2: 5, 3: 1, 4: 0}",1
1235,False,"{'a': 0.001, 'e': 0.2911257425960852}",20,6,-23.72810112338233,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 0}",1
1236,False,"{'a': 0.001, 'e': 0.29083476236785155}",30,17,19.055005945601835,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.001, 'e': 0.2905440729744046}",25,16,4.039293073924463,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1238,False,"{'a': 0.001, 'e': 0.2902536741250547}",20,9,19.09442371328451,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.001, 'e': 0.2899635655294032}",20,4,19.61784467430354,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.001, 'e': 0.2896737468973414}",20,9,8.6287958702207,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1241,False,"{'a': 0.001, 'e': 0.2893842179390506}",25,16,15.9755277717626,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.001, 'e': 0.28909497836500186}",20,15,8.140876768556687,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.001, 'e': 0.28880602788595566}",20,0,7.6093605965892746,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1244,False,"{'a': 0.001, 'e': 0.2885173662129613}",25,11,-0.5215228724818015,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1245,False,"{'a': 0.001, 'e': 0.2882289930573573}",20,5,-14.138410374403882,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
1246,False,"{'a': 0.001, 'e': 0.2879409081307702}",30,17,26.104248162791666,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.001, 'e': 0.2876531111451154}",20,16,7.505884456529543,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.001, 'e': 0.28736560181259563}",20,8,20.81298695582993,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.001, 'e': 0.28707837984570167}",20,0,-10.256813187950925,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1250,False,"{'a': 0.001, 'e': 0.2867914449572114}",20,16,6.86347547327158,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.001, 'e': 0.2865047968601901}",25,0,-55.38420619286985,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
1252,False,"{'a': 0.001, 'e': 0.28621843526798946}",30,18,10.130206248128719,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1253,False,"{'a': 0.001, 'e': 0.285932359894248}",20,4,4.308593328421987,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1254,False,"{'a': 0.001, 'e': 0.28564657045289016}",30,13,28.48636035929205,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.001, 'e': 0.28536106665812666}",20,9,0.7708768865243001,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.001, 'e': 0.28507584822445353}",25,8,18.110635004207023,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.001, 'e': 0.2847909148666525}",20,6,19.238920362010056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.001, 'e': 0.2845062662997899}",20,1,-13.549130474154206,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1259,False,"{'a': 0.001, 'e': 0.28422190223921745}",20,0,21.363867973823286,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1260,False,"{'a': 0.001, 'e': 0.28393782240057086}",20,2,23.076595804487756,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.001, 'e': 0.2836540264997704}",20,0,-21.377497557849892,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1262,False,"{'a': 0.001, 'e': 0.28337051425301996}",35,12,-3.9995998411444607,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
1263,False,"{'a': 0.001, 'e': 0.2830872853768075}",25,18,8.670555052928732,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.001, 'e': 0.2828043395879039}",25,0,-22.45258252529149,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 1}",1
1265,False,"{'a': 0.001, 'e': 0.2825216766033636}",30,11,-5.641956895507982,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
1266,False,"{'a': 0.001, 'e': 0.2822392961405233}",20,4,19.24767050985485,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.001, 'e': 0.28195719791700274}",25,20,10.62791242702693,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.001, 'e': 0.28167538165070355}",20,14,9.145596593564667,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.001, 'e': 0.2813938470598095}",30,17,-27.919119453007816,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1270,False,"{'a': 0.001, 'e': 0.281112593862786}",20,3,13.724383636297706,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1271,False,"{'a': 0.001, 'e': 0.2808316217783798}",30,14,30.547812141117838,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.001, 'e': 0.2805509305256187}",25,5,6.20079669343796,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1273,False,"{'a': 0.001, 'e': 0.28027051982381157}",25,5,26.777459413147085,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.001, 'e': 0.27999038939254756}",30,16,13.50836119531943,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.001, 'e': 0.27971053895169634}",20,0,-23.56465200789326,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1276,False,"{'a': 0.001, 'e': 0.2794309682214073}",20,13,-10.019310651827386,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1277,False,"{'a': 0.001, 'e': 0.27915167692210985}",20,0,-44.19215821645903,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
1278,False,"{'a': 0.001, 'e': 0.2788726647745125}",20,0,-21.04562543349542,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1279,False,"{'a': 0.001, 'e': 0.27859393149960326}",20,6,-23.657009197427833,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
1280,False,"{'a': 0.001, 'e': 0.27831547681864865}",20,0,-56.28372159120063,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
1281,False,"{'a': 0.001, 'e': 0.27803730045319414}",25,12,-21.900867460472472,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1282,False,"{'a': 0.001, 'e': 0.2777594021250632}",20,3,9.126287691235962,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1283,False,"{'a': 0.001, 'e': 0.2774817815563575}",20,6,11.527395512182586,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
