trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
3818,False,"{'a': 0.001, 'e': 0.021993683070797576}",20,13,13.292207847486274,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3819,False,"{'a': 0.001, 'e': 0.021971700380903618}",20,14,8.34066453265438,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3820,False,"{'a': 0.001, 'e': 0.021949739662711874}",20,0,25.445486241121557,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3821,False,"{'a': 0.001, 'e': 0.02192780089426161}",20,10,19.649682794847244,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3822,False,"{'a': 0.001, 'e': 0.02190588405361408}",30,16,26.673128815411324,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3823,False,"{'a': 0.001, 'e': 0.021883989118852424}",20,11,13.76868440404844,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3824,False,"{'a': 0.001, 'e': 0.021862116068081715}",20,3,26.93365811801334,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3825,False,"{'a': 0.001, 'e': 0.021840264879428885}",35,24,-24.8419989274094,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
3826,False,"{'a': 0.001, 'e': 0.021818435531042762}",20,8,21.67891946151416,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3827,False,"{'a': 0.001, 'e': 0.02179662800109399}",25,15,18.402994824221818,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3828,False,"{'a': 0.001, 'e': 0.021774842267775037}",20,8,23.71447621620104,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3829,False,"{'a': 0.001, 'e': 0.021753078309300157}",20,13,12.440100073226974,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3830,False,"{'a': 0.001, 'e': 0.021731336103905406}",25,19,11.453053625108705,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3831,False,"{'a': 0.001, 'e': 0.02170961562984857}",20,9,17.481503129244125,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3832,False,"{'a': 0.001, 'e': 0.021687916865409173}",35,18,15.745568993069668,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
3833,False,"{'a': 0.001, 'e': 0.02166623978888844}",25,2,16.559448960192576,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
3834,False,"{'a': 0.001, 'e': 0.021644584378609312}",20,14,12.19063807968267,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3835,False,"{'a': 0.001, 'e': 0.021622950612916365}",20,12,15.870386193105977,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3836,False,"{'a': 0.001, 'e': 0.021601338470175833}",20,16,5.818830935806738,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3837,False,"{'a': 0.001, 'e': 0.021579747928775563}",35,16,35.64864616742551,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3838,False,"{'a': 0.001, 'e': 0.021558178967125027}",20,6,23.24501841895099,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3839,False,"{'a': 0.001, 'e': 0.02153663156365526}",20,10,18.48723621453165,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3840,False,"{'a': 0.001, 'e': 0.021515105696818845}",25,7,30.35945017034151,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3841,False,"{'a': 0.001, 'e': 0.021493601345089923}",20,8,21.241610002967512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3842,False,"{'a': 0.001, 'e': 0.021472118486964127}",25,17,14.386435730027337,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3843,False,"{'a': 0.001, 'e': 0.021450657100958614}",25,8,35.04263371411764,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3844,False,"{'a': 0.001, 'e': 0.021429217165611993}",20,5,18.061238738260407,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
3845,False,"{'a': 0.001, 'e': 0.021407798659484324}",30,16,22.815895606680936,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3846,False,"{'a': 0.001, 'e': 0.02138640156115709}",20,13,11.877833614524722,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3847,False,"{'a': 0.001, 'e': 0.021365025849233204}",20,10,17.165211993281577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3848,False,"{'a': 0.001, 'e': 0.02134367150233695}",20,3,23.963959974121877,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3849,False,"{'a': 0.001, 'e': 0.02132233849911398}",20,1,8.440576727972028,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
3850,False,"{'a': 0.001, 'e': 0.02130102681823127}",20,8,22.267584948525233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3851,False,"{'a': 0.001, 'e': 0.02127973643837717}",20,3,26.65383555271101,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3852,False,"{'a': 0.001, 'e': 0.021258467338261276}",20,14,11.651758486458727,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3853,False,"{'a': 0.001, 'e': 0.021237219496614494}",20,6,23.773389860515422,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3854,False,"{'a': 0.001, 'e': 0.021215992892188968}",20,6,13.875253427537926,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3855,False,"{'a': 0.001, 'e': 0.02119478750375811}",20,15,7.509619550342987,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3856,False,"{'a': 0.001, 'e': 0.02117360331011653}",20,9,17.054219342683304,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3857,False,"{'a': 0.001, 'e': 0.021152440290080017}",25,13,22.2480936106618,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3858,False,"{'a': 0.001, 'e': 0.02113129842248555}",20,3,28.174149160832492,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3859,False,"{'a': 0.001, 'e': 0.021110177686191275}",30,8,16.15844699977884,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
3860,False,"{'a': 0.001, 'e': 0.021089078060076445}",20,10,17.873508479947702,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3861,False,"{'a': 0.001, 'e': 0.021067999523041434}",25,11,22.33473826924657,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3862,False,"{'a': 0.001, 'e': 0.02104694205400769}",25,19,10.532022713432168,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3863,False,"{'a': 0.001, 'e': 0.021025905631917766}",25,6,33.39041542521955,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3864,False,"{'a': 0.001, 'e': 0.021004890235735225}",20,2,29.024745352016005,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3865,False,"{'a': 0.001, 'e': 0.02098389584444467}",25,11,22.036325193950454,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3866,False,"{'a': 0.001, 'e': 0.0209629224370517}",30,11,32.6779416928887,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3867,False,"{'a': 0.001, 'e': 0.02094196999258292}",20,10,20.911118797759908,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3868,False,"{'a': 0.001, 'e': 0.020921038490085878}",30,11,10.492984883661554,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
3869,False,"{'a': 0.001, 'e': 0.020900127908629072}",25,5,12.528411456157158,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
3870,False,"{'a': 0.001, 'e': 0.020879238227301908}",20,1,13.849625806377547,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
3871,False,"{'a': 0.001, 'e': 0.020858369425214716}",20,14,8.79674469000516,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3872,False,"{'a': 0.001, 'e': 0.020837521481498693}",20,16,6.646662110001628,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3873,False,"{'a': 0.001, 'e': 0.020816694375305884}",20,0,32.51209853904484,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3874,False,"{'a': 0.001, 'e': 0.020795888085809178}",20,11,16.244918468775502,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3875,False,"{'a': 0.001, 'e': 0.020775102592202298}",25,11,22.357365139012916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3876,False,"{'a': 0.001, 'e': 0.020754337873699742}",25,16,17.389956516358662,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3877,False,"{'a': 0.001, 'e': 0.02073359390953679}",20,13,15.206762230207254,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3878,False,"{'a': 0.001, 'e': 0.020712870678969465}",30,19,22.358684400973512,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3879,False,"{'a': 0.001, 'e': 0.020692168161274557}",20,5,29.57535634354098,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3880,False,"{'a': 0.001, 'e': 0.02067148633574953}",20,8,25.036197808946834,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3881,False,"{'a': 0.001, 'e': 0.020650825181712566}",30,23,13.94311777497347,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3882,False,"{'a': 0.001, 'e': 0.020630184678502493}",30,12,35.00866538416113,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3883,False,"{'a': 0.001, 'e': 0.020609564805478826}",20,13,14.685637010251906,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3884,False,"{'a': 0.001, 'e': 0.020588965542021685}",30,15,23.090025094155912,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3885,False,"{'a': 0.001, 'e': 0.0205683868675318}",30,8,38.25619820090439,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3886,False,"{'a': 0.001, 'e': 0.02054782876143049}",25,6,30.767981534011902,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3887,False,"{'a': 0.001, 'e': 0.02052729120315966}",25,12,20.4265232729439,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3888,False,"{'a': 0.001, 'e': 0.020506774172181743}",20,14,10.54703617056473,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3889,False,"{'a': 0.001, 'e': 0.020486277647979705}",20,0,29.4432427182786,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3890,False,"{'a': 0.001, 'e': 0.020465801610057018}",20,4,27.15835265018079,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3891,False,"{'a': 0.001, 'e': 0.020445346037937653}",20,6,-1.1059072765091678,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
3892,False,"{'a': 0.001, 'e': 0.020424910911166032}",30,16,23.26269642142724,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3893,False,"{'a': 0.001, 'e': 0.02040449620930702}",25,0,31.275144968174658,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
3894,False,"{'a': 0.001, 'e': 0.020384101911945913}",20,3,25.360308808240664,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3895,False,"{'a': 0.001, 'e': 0.020363727998688425}",30,13,7.669754086227462,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
3896,False,"{'a': 0.001, 'e': 0.020343374449160633}",30,23,15.243632240995723,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3897,False,"{'a': 0.001, 'e': 0.020323041243008984}",20,13,13.114423506891391,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3898,False,"{'a': 0.001, 'e': 0.02030272835990026}",20,6,22.9032484587389,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3899,False,"{'a': 0.001, 'e': 0.0202824357795216}",30,14,30.62748816045257,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3900,False,"{'a': 0.001, 'e': 0.02026216348158041}",25,14,19.512388302944927,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3901,False,"{'a': 0.001, 'e': 0.02024191144580439}",20,8,25.649036770206592,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3902,False,"{'a': 0.001, 'e': 0.020221679651941493}",25,18,14.709804775352524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3903,False,"{'a': 0.001, 'e': 0.020201468079759942}",25,14,20.10949639723811,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3904,False,"{'a': 0.001, 'e': 0.020181276709048155}",20,0,32.084559561585124,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3905,False,"{'a': 0.001, 'e': 0.02016110551961476}",25,11,3.840954803333866,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
3906,False,"{'a': 0.001, 'e': 0.02014095449128855}",20,12,14.868371819721752,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3907,False,"{'a': 0.001, 'e': 0.020120823603918526}",20,8,22.999100290134578,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3908,False,"{'a': 0.001, 'e': 0.020100712837373778}",25,11,22.492257111326612,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3909,False,"{'a': 0.001, 'e': 0.020080622171543543}",20,12,5.818528639495344,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3910,False,"{'a': 0.001, 'e': 0.020060551586337145}",25,3,37.37674814309631,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3911,False,"{'a': 0.001, 'e': 0.020040501061684014}",20,13,11.969181266391026,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3912,False,"{'a': 0.001, 'e': 0.020020470577533613}",20,13,13.474444624012538,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3913,False,"{'a': 0.001, 'e': 0.02000046011385546}",20,8,20.575846490060037,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3914,False,"{'a': 0.001, 'e': 0.019980469650639078}",20,12,3.046569917193671,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3915,False,"{'a': 0.001, 'e': 0.01996049916789402}",20,15,7.938452863295063,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3916,False,"{'a': 0.001, 'e': 0.019940548645649796}",25,9,15.983086911223426,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
3917,False,"{'a': 0.001, 'e': 0.019920618063955876}",30,16,28.3849240438051,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3918,False,"{'a': 0.001, 'e': 0.019900707402881673}",20,15,12.345858886226432,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3919,False,"{'a': 0.001, 'e': 0.01988081664251654}",20,6,25.294289169082145,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3920,False,"{'a': 0.001, 'e': 0.019860945762969703}",20,13,12.327517521378233,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3921,False,"{'a': 0.001, 'e': 0.019841094744370288}",20,0,29.12851411580435,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3922,False,"{'a': 0.001, 'e': 0.01982126356686726}",20,8,19.722974690141726,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3923,False,"{'a': 0.001, 'e': 0.019801452210629462}",20,3,30.793369469222018,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3924,False,"{'a': 0.001, 'e': 0.019781660655845523}",25,11,26.88252109839645,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3925,False,"{'a': 0.001, 'e': 0.019761888882723885}",25,10,25.748340642778995,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3926,False,"{'a': 0.001, 'e': 0.019742136871492774}",25,17,14.472615153526677,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3927,False,"{'a': 0.001, 'e': 0.019722404602400184}",20,4,28.21904810145135,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3928,False,"{'a': 0.001, 'e': 0.01970269205571384}",20,8,21.453063187555582,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3929,False,"{'a': 0.001, 'e': 0.019682999211721196}",30,20,19.016181355760793,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3930,False,"{'a': 0.001, 'e': 0.019663326050729395}",20,14,8.181238504850278,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3931,False,"{'a': 0.001, 'e': 0.019643672553065292}",20,10,16.98110793073831,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3932,False,"{'a': 0.001, 'e': 0.019624038699075377}",20,10,16.296570391896903,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3933,False,"{'a': 0.001, 'e': 0.0196044244691258}",30,20,15.783948258441498,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3934,False,"{'a': 0.001, 'e': 0.019584829843602315}",25,13,22.42122013386279,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3935,False,"{'a': 0.001, 'e': 0.019565254802910312}",20,14,13.228604786560442,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3936,False,"{'a': 0.001, 'e': 0.019545699327474745}",20,6,22.701462521885166,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3937,False,"{'a': 0.001, 'e': 0.019526163397740135}",20,8,23.26882742387415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3938,False,"{'a': 0.001, 'e': 0.01950664699417054}",30,20,22.254960335851194,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3939,False,"{'a': 0.001, 'e': 0.01948715009724957}",20,0,24.79291069152938,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3940,False,"{'a': 0.001, 'e': 0.019467672687480328}",20,15,8.588649191000314,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3941,False,"{'a': 0.001, 'e': 0.01944821474538539}",25,0,36.59733401152994,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3942,False,"{'a': 0.001, 'e': 0.019428776251506814}",30,16,29.74666630111017,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3943,False,"{'a': 0.001, 'e': 0.019409357186406115}",20,16,7.917097696981329,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3944,False,"{'a': 0.001, 'e': 0.01938995753066422}",25,11,25.99738152837234,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3945,False,"{'a': 0.001, 'e': 0.01937057726488147}",30,16,22.686558144142687,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3946,False,"{'a': 0.001, 'e': 0.01935121636967759}",25,13,23.796431312621195,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3947,False,"{'a': 0.001, 'e': 0.019331874825691705}",25,18,13.407863740233573,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3948,False,"{'a': 0.001, 'e': 0.019312552613582255}",20,10,19.199524881344455,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3949,False,"{'a': 0.001, 'e': 0.019293249714027027}",25,18,9.772902431267195,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3950,False,"{'a': 0.001, 'e': 0.01927396610772311}",25,10,25.098346157651257,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3951,False,"{'a': 0.001, 'e': 0.01925470177538692}",30,12,16.647809950989288,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
3952,False,"{'a': 0.001, 'e': 0.01923545669775411}",25,14,20.083532861588374,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3953,False,"{'a': 0.001, 'e': 0.019216230855579598}",30,18,18.916229928723823,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3954,False,"{'a': 0.001, 'e': 0.019197024229637535}",25,7,8.749523187258088,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
3955,False,"{'a': 0.001, 'e': 0.01917783680072131}",20,8,22.715090043949765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3956,False,"{'a': 0.001, 'e': 0.019158668549643484}",30,8,36.910260795100015,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3957,False,"{'a': 0.001, 'e': 0.019139519457235805}",20,16,8.048023473696013,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3958,False,"{'a': 0.001, 'e': 0.019120389504349168}",25,14,18.787408310781878,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3959,False,"{'a': 0.001, 'e': 0.019101278671853638}",20,13,13.400596469043279,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3960,False,"{'a': 0.001, 'e': 0.01908218694063837}",20,12,16.74718187028444,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3961,False,"{'a': 0.001, 'e': 0.019063114291611637}",25,16,16.08507748897674,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3962,False,"{'a': 0.001, 'e': 0.019044060705700774}",25,0,29.048206504021255,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
3963,False,"{'a': 0.001, 'e': 0.01902502616385221}",20,15,9.481378157131344,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3964,False,"{'a': 0.001, 'e': 0.019006010647031397}",20,0,23.608621259059788,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
3965,False,"{'a': 0.001, 'e': 0.018987014136222814}",20,6,24.25840703845362,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3966,False,"{'a': 0.001, 'e': 0.01896803661242994}",30,19,17.47320319258541,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3967,False,"{'a': 0.001, 'e': 0.01894907805667527}",30,19,23.00178435470655,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3968,False,"{'a': 0.001, 'e': 0.018930138450000234}",20,12,10.528760389205022,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3969,False,"{'a': 0.001, 'e': 0.018911217773465227}",30,8,39.026676122278566,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3970,False,"{'a': 0.001, 'e': 0.01889231600814957}",30,18,23.620158483584827,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3971,False,"{'a': 0.001, 'e': 0.018873433135151486}",30,19,6.257907312610168,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
3972,False,"{'a': 0.001, 'e': 0.01885456913558812}",25,15,17.78293502255987,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3973,False,"{'a': 0.001, 'e': 0.018835723990595455}",20,14,12.731815509782916,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3974,False,"{'a': 0.001, 'e': 0.018816897681328357}",30,8,32.018232775216894,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3975,False,"{'a': 0.001, 'e': 0.018798090188960496}",20,12,15.540335240379804,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3976,False,"{'a': 0.001, 'e': 0.0187793014946844}",25,7,31.700337859182028,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3977,False,"{'a': 0.001, 'e': 0.018760531579711363}",20,14,9.776478656927962,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3978,False,"{'a': 0.001, 'e': 0.01874178042527147}",20,6,6.290530388565347,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
3979,False,"{'a': 0.001, 'e': 0.018723048012613555}",20,6,21.351730780360864,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
3980,False,"{'a': 0.001, 'e': 0.018704334323005223}",25,17,13.091367528599653,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3981,False,"{'a': 0.001, 'e': 0.018685639337732773}",25,15,18.027508716065007,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3982,False,"{'a': 0.001, 'e': 0.018666963038101215}",20,10,16.788550948103268,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3983,False,"{'a': 0.001, 'e': 0.018648305405434242}",25,7,32.75121096605447,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3984,False,"{'a': 0.001, 'e': 0.01862966642107424}",20,12,17.91659902941914,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3985,False,"{'a': 0.001, 'e': 0.01861104606638221}",35,23,21.379748417713913,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3986,False,"{'a': 0.001, 'e': 0.018592444322737798}",30,16,25.826859106900173,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3987,False,"{'a': 0.001, 'e': 0.01857386117153925}",25,17,13.642814562090859,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3988,False,"{'a': 0.001, 'e': 0.01855529659420343}",20,10,17.417716846779832,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3989,False,"{'a': 0.001, 'e': 0.018536750572165746}",30,17,26.808046227206063,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3990,False,"{'a': 0.001, 'e': 0.018518223086880184}",25,16,18.48643677149793,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3991,False,"{'a': 0.001, 'e': 0.018499714119819242}",20,8,23.165434306887835,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3992,False,"{'a': 0.001, 'e': 0.01848122365247397}",20,11,15.74605186423354,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3993,False,"{'a': 0.001, 'e': 0.018462751666353888}",20,13,11.179614395332138,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3994,False,"{'a': 0.001, 'e': 0.018444298142987012}",30,18,21.799222993652542,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3995,False,"{'a': 0.001, 'e': 0.01842586306391981}",30,16,24.28675332647583,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3996,False,"{'a': 0.001, 'e': 0.018407446410717215}",30,18,20.491600724139893,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3997,False,"{'a': 0.001, 'e': 0.018389048164962566}",20,0,30.11005880782066,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3998,False,"{'a': 0.001, 'e': 0.01837066830825761}",25,11,21.97171394612826,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3999,False,"{'a': 0.001, 'e': 0.01835230682222249}",30,18,25.224591964865237,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4000,False,"{'a': 0.001, 'e': 0.018333963688495727}",25,18,12.636987552029769,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
